n_lines,n_directions,n_words,n_speak_char,andy,angela,creed,darryl,david,dwight,erin,gabe,holly,jan,jim,karen,kelly,kevin,meredith,michael,nellie,oscar,pam,phyllis,robert,ryan,stanley,toby,andy_perc,angela_perc,creed_perc,darryl_perc,david_perc,dwight_perc,erin_perc,gabe_perc,holly_perc,jan_perc,jim_perc,karen_perc,kelly_perc,kevin_perc,meredith_perc,michael_perc,nellie_perc,oscar_perc,pam_perc,phyllis_perc,robert_perc,ryan_perc,stanley_perc,toby_perc,michael_dummy,dwight_dummy,jim_dummy,pam_dummy,andy_dummy,angela_dummy,kevin_dummy,erin_dummy,oscar_dummy,ryan_dummy,darryl_dummy,phyllis_dummy,kelly_dummy,toby_dummy,jan_dummy,stanley_dummy,meredith_dummy,holly_dummy,nellie_dummy,gabe_dummy,robert_dummy,creed_dummy,david_dummy,karen_dummy,Jim:Dwight,Michael:Dwight,Jim:Pam,writer_Aaron_Shure,writer_Allison_Silverman,writer_B.J._Novak,writer_Brent_Forrester,writer_Carrie_Kemper,writer_Charlie_Grandy,writer_Daniel_Chun,writer_Gene_Stupnitsky;Lee_Eisenberg,writer_Greg_Daniels,writer_Halsted_Sullivan;Warren_Lieberstein,writer_Jennifer_Celotta,writer_Justin_Spitzer,writer_Lee_Eisenberg;Gene_Stupnitsky,writer_Michael_Schur,writer_Mindy_Kaling,writer_Owen_Ellickson,writer_Paul_Lieberstein,writer_Robert_Padnick,writer_Steve_Hely,writer_Warren_Lieberstein;Halsted_Sullivan,low_appearance_writer,director_B.J._Novak,director_Brent_Forrester,director_Charles_McDougall,director_David_Rogers,director_Greg_Daniels,director_Harold_Ramis,director_Jeffrey_Blitz,director_Jennifer_Celotta,director_John_Krasinski,director_Ken_Kwapis,director_Ken_Whittingham,director_Matt_Sohn,director_Paul_Feig,director_Paul_Lieberstein,director_Rainn_Wilson,director_Randall_Einhorn,director_Steve_Carell,director_Troy_Miller,director_Tucker_Gates,low_appearance_director,multi_part
207,39,1986,20,40.0,14.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,3.0,2.0,49.0,0.0,11.0,10.0,3.0,0.0,3.0,2.0,0.0,0.1526717557251908,0.0534351145038167,0.0114503816793893,0.0,0.0,0.0954198473282442,0.0,0.0,0.0,0.0,0.0954198473282442,0.015267175572519,0.0,0.0114503816793893,0.0076335877862595,0.1870229007633587,0.0,0.0419847328244274,0.0381679389312977,0.0114503816793893,0.0,0.0114503816793893,0.0076335877862595,0.0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,625.0,1225.0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,33,2334,17,49.0,16.0,2.0,11.0,0.0,17.0,19.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,1.0,43.0,0.0,1.0,17.0,4.0,0.0,0.0,2.0,0.0,0.1689655172413793,0.0551724137931034,0.0068965517241379,0.0379310344827586,0.0,0.0586206896551724,0.0655172413793103,0.0,0.0,0.0,0.0655172413793103,0.0,0.0068965517241379,0.0,0.0034482758620689,0.1482758620689655,0.0,0.0034482758620689,0.0586206896551724,0.0137931034482758,0.0,0.0,0.0068965517241379,0.0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,323.0,731.0,323.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361,43,2950,17,0.0,5.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,2.0,1.0,124.0,0.0,3.0,57.0,3.0,0.0,13.0,4.0,7.0,0.0,0.0156739811912225,0.0031347962382445,0.0,0.0,0.1880877742946708,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0031347962382445,0.006269592476489,0.0031347962382445,0.3887147335423197,0.0,0.0094043887147335,0.1786833855799373,0.0094043887147335,0.0,0.0407523510971786,0.012539184952978,0.0219435736677116,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,3300.0,7440.0,3135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,32,2811,21,33.0,1.0,1.0,7.0,0.0,21.0,32.0,0.0,0.0,0.0,38.0,0.0,1.0,8.0,2.0,0.0,42.0,1.0,17.0,4.0,24.0,1.0,1.0,3.0,0.1392405063291139,0.0042194092827004,0.0042194092827004,0.0295358649789029,0.0,0.0886075949367088,0.1350210970464135,0.0,0.0,0.0,0.160337552742616,0.0,0.0042194092827004,0.0337552742616033,0.0084388185654008,0.0,0.1772151898734177,0.0042194092827004,0.0717299578059071,0.0168776371308016,0.1012658227848101,0.0042194092827004,0.0042194092827004,0.0126582278481012,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,798.0,0.0,646.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
281,78,2846,18,15.0,6.0,0.0,9.0,0.0,43.0,7.0,7.0,0.0,0.0,51.0,0.0,8.0,8.0,3.0,85.0,0.0,1.0,3.0,18.0,0.0,3.0,11.0,2.0,0.0449101796407185,0.0179640718562874,0.0,0.0269461077844311,0.0,0.1287425149700598,0.0209580838323353,0.0209580838323353,0.0,0.0,0.1526946107784431,0.0,0.0239520958083832,0.0239520958083832,0.0089820359281437,0.2544910179640718,0.0,0.0029940119760479,0.0089820359281437,0.0538922155688622,0.0,0.0089820359281437,0.0329341317365269,0.0059880239520958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,2193.0,3655.0,153.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,23,2419,17,17.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,31.0,10.0,0.0,13.0,1.0,54.0,0.0,0.0,16.0,1.0,0.0,3.0,2.0,4.0,0.0334645669291338,0.0196850393700787,0.0039370078740157,0.0,0.0,0.0078740157480314,0.0,0.0,0.0,0.0137795275590551,0.0610236220472441,0.0196850393700787,0.0,0.0255905511811023,0.0019685039370078,0.1062992125984252,0.0,0.0,0.0314960629921259,0.0019685039370078,0.0,0.0059055118110236,0.0039370078740157,0.0078740157480314,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,124.0,216.0,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,54,3293,19,28.0,2.0,2.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,26.0,0.0,5.0,6.0,1.0,114.0,0.0,3.0,70.0,2.0,0.0,8.0,1.0,7.0,0.1142857142857142,0.0081632653061224,0.0081632653061224,0.0,0.0,0.2040816326530612,0.0122448979591836,0.0,0.0,0.0,0.1061224489795918,0.0,0.0204081632653061,0.0244897959183673,0.0040816326530612,0.4653061224489795,0.0,0.0122448979591836,0.2857142857142857,0.0081632653061224,0.0,0.0326530612244898,0.0040816326530612,0.0285714285714285,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1300.0,5700.0,1820.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
276,46,2900,14,25.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0,0.0,90.0,0.0,0.0,15.0,5.0,0.0,6.0,1.0,0.0,0.0992063492063492,0.0,0.0,0.0,0.0,0.3293650793650793,0.0,0.0,0.0,0.0,0.0873015873015873,0.0,0.0039682539682539,0.0039682539682539,0.0,0.3571428571428571,0.0,0.0,0.0595238095238095,0.0198412698412698,0.0,0.0238095238095238,0.0039682539682539,0.0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1826.0,7470.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320,75,2818,19,43.0,5.0,3.0,11.0,0.0,40.0,11.0,0.0,0.0,0.0,60.0,0.0,0.0,17.0,7.0,0.0,27.0,14.0,29.0,5.0,0.0,0.0,10.0,2.0,0.1352201257861635,0.0157232704402515,0.0094339622641509,0.0345911949685534,0.0,0.1257861635220125,0.0345911949685534,0.0,0.0,0.0,0.1886792452830188,0.0,0.0,0.0534591194968553,0.0220125786163522,0.0,0.0849056603773584,0.0440251572327044,0.0911949685534591,0.0157232704402515,0.0,0.0,0.0314465408805031,0.0062893081761006,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,2400.0,0.0,1740.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
295,35,2667,30,49.0,20.0,1.0,15.0,17.0,27.0,9.0,2.0,0.0,0.0,31.0,0.0,4.0,3.0,2.0,0.0,19.0,11.0,22.0,5.0,15.0,0.0,1.0,5.0,0.1891891891891892,0.0772200772200772,0.0038610038610038,0.0579150579150579,0.0656370656370656,0.1042471042471042,0.0347490347490347,0.0077220077220077,0.0,0.0,0.1196911196911196,0.0,0.0154440154440154,0.0115830115830115,0.0077220077220077,0.0,0.0733590733590733,0.0424710424710424,0.0849420849420849,0.0193050193050193,0.0579150579150579,0.0,0.0038610038610038,0.0193050193050193,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,837.0,0.0,682.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,44,3177,23,41.0,31.0,4.0,5.0,0.0,57.0,12.0,5.0,0.0,0.0,59.0,0.0,2.0,12.0,2.0,0.0,0.0,24.0,24.0,11.0,0.0,2.0,4.0,5.0,0.1553030303030303,0.1174242424242424,0.0151515151515151,0.0189393939393939,0.0,0.2159090909090909,0.0454545454545454,0.0189393939393939,0.0,0.0,0.2234848484848484,0.0,0.0075757575757575,0.0454545454545454,0.0075757575757575,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0416666666666666,0.0,0.0075757575757575,0.0151515151515151,0.0189393939393939,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,3363.0,0.0,1416.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,44,2628,23,36.0,1.0,1.0,10.0,0.0,34.0,5.0,21.0,0.0,0.0,17.0,0.0,2.0,15.0,6.0,0.0,0.0,17.0,0.0,3.0,16.0,6.0,4.0,0.0,0.125,0.0034722222222222,0.0034722222222222,0.0347222222222222,0.0,0.1180555555555555,0.0173611111111111,0.0729166666666666,0.0,0.0,0.0590277777777777,0.0,0.0069444444444444,0.0520833333333333,0.0208333333333333,0.0,0.0,0.0590277777777777,0.0,0.0104166666666666,0.0555555555555555,0.0208333333333333,0.0138888888888888,0.0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,578.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,55,3038,18,24.0,6.0,2.0,0.0,4.0,30.0,15.0,0.0,0.0,0.0,47.0,0.0,1.0,11.0,4.0,67.0,0.0,8.0,12.0,5.0,0.0,1.0,6.0,0.0,0.0895522388059701,0.0223880597014925,0.0074626865671641,0.0,0.0149253731343283,0.1119402985074626,0.0559701492537313,0.0,0.0,0.0,0.1753731343283582,0.0,0.003731343283582,0.0410447761194029,0.0149253731343283,0.25,0.0,0.0298507462686567,0.044776119402985,0.0186567164179104,0.0,0.003731343283582,0.0223880597014925,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1410.0,2010.0,564.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,37,2638,18,14.0,6.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,13.0,2.0,88.0,0.0,12.0,38.0,3.0,0.0,0.0,7.0,1.0,0.0534351145038167,0.0229007633587786,0.0038167938931297,0.0,0.0,0.0458015267175572,0.0,0.0,0.0,0.0,0.099236641221374,0.0,0.0229007633587786,0.049618320610687,0.0076335877862595,0.3358778625954198,0.0,0.0458015267175572,0.1450381679389313,0.0114503816793893,0.0,0.0,0.0267175572519083,0.0038167938931297,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,312.0,1056.0,988.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,41,3297,19,57.0,0.0,1.0,0.0,0.0,50.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,3.0,122.0,0.0,18.0,5.0,1.0,0.0,4.0,0.0,3.0,0.173780487804878,0.0,0.0030487804878048,0.0,0.0,0.1524390243902439,0.0213414634146341,0.0,0.0,0.0,0.0426829268292682,0.0,0.0,0.0518292682926829,0.0091463414634146,0.3719512195121951,0.0,0.0548780487804878,0.0152439024390243,0.0030487804878048,0.0,0.0121951219512195,0.0,0.0091463414634146,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,700.0,6100.0,70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,46,3304,21,41.0,17.0,4.0,4.0,0.0,36.0,11.0,6.0,0.0,0.0,21.0,0.0,5.0,6.0,3.0,82.0,0.0,3.0,30.0,8.0,0.0,11.0,2.0,5.0,0.1469534050179211,0.060931899641577,0.014336917562724,0.014336917562724,0.0,0.1290322580645161,0.039426523297491,0.021505376344086,0.0,0.0,0.075268817204301,0.0,0.017921146953405,0.021505376344086,0.010752688172043,0.2939068100358423,0.0,0.010752688172043,0.1075268817204301,0.028673835125448,0.0,0.039426523297491,0.007168458781362,0.017921146953405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,756.0,2952.0,630.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
259,32,3164,29,28.0,9.0,1.0,4.0,0.0,53.0,10.0,0.0,0.0,0.0,28.0,0.0,9.0,8.0,3.0,0.0,19.0,6.0,10.0,2.0,0.0,17.0,1.0,18.0,0.1007194244604316,0.0323741007194244,0.0035971223021582,0.014388489208633,0.0,0.1906474820143885,0.0359712230215827,0.0,0.0,0.0,0.1007194244604316,0.0,0.0323741007194244,0.0287769784172661,0.0107913669064748,0.0,0.0683453237410072,0.0215827338129496,0.0359712230215827,0.0071942446043165,0.0,0.0611510791366906,0.0035971223021582,0.0647482014388489,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1484.0,0.0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,68,5243,22,7.0,48.0,9.0,5.0,0.0,54.0,0.0,0.0,0.0,7.0,50.0,0.0,6.0,18.0,19.0,130.0,0.0,9.0,81.0,4.0,0.0,8.0,9.0,9.0,0.0143737166324435,0.0985626283367556,0.0184804928131416,0.0102669404517453,0.0,0.1108829568788501,0.0,0.0,0.0,0.0143737166324435,0.1026694045174538,0.0,0.0123203285420944,0.0369609856262833,0.0390143737166324,0.2669404517453799,0.0,0.0184804928131416,0.1663244353182751,0.0082135523613963,0.0,0.0164271047227926,0.0184804928131416,0.0184804928131416,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2700.0,7020.0,4050.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
